,Location,Truck,Start_Time,End_Time,Date
28273,Willis Tower,Flirty Cupcakes,01:30 PM,02:24 PM,2012-06-26
28274,Willis Tower,Flirty Cupcakes,11:30 AM,01:26 PM,2012-06-26
28275,Willis Tower,Flirty Cupcakes,04:07 PM,04:46 PM,2012-06-28
28276,Willis Tower,Haute Sausage,12:25 PM,01:00 PM,2012-06-28
28277,Willis Tower,Meatloaf-a-go-go,12:13 PM,01:00 PM,2012-06-28
28278,Willis Tower,Wow Bao,01:25 PM,03:25 PM,2012-06-29
28279,Wabash and Van Buren,Bridgeport Pasty,12:04 PM,01:30 PM,2012-06-26
28280,Wabash and Van Buren,Curried,11:38 AM,01:30 PM,2012-06-28
28281,Wabash and Van Buren,Bridgeport Pasty,12:08 PM,01:30 PM,2012-06-28
28282,Wabash and Van Buren,The Roost Truck,11:00 AM,01:00 PM,2012-06-28
28283,Wabash and Van Buren,Flirty Cupcakes,01:30 PM,02:23 PM,2012-06-28
28284,Wabash and Van Buren,The Roost Truck,10:39 AM,01:00 PM,2012-06-29
28285,Madison and Wacker,Tamale Spaceship,11:30 AM,01:30 PM,2012-06-26
28286,Franklin and Randolph,Caponies Express,11:40 AM,01:30 PM,2012-06-26
28287,30 E. Lake,Flirty Cupcakes,03:22 PM,04:00 PM,2012-06-28
28288,Adams and Clinton,Flirty Cupcakes,12:07 PM,01:07 PM,2012-06-28
28289,Randolph and Columbus,5411 Empanadas,11:30 AM,12:33 PM,2012-06-25
28290,Randolph and Columbus,Getta Polpetta,11:14 AM,01:14 PM,2012-06-26
28291,Randolph and Columbus,Curried,11:21 AM,12:49 PM,2012-06-26
28292,Randolph and Columbus,Chitown Tamale,11:13 AM,01:13 PM,2012-06-26
28293,Randolph and Columbus,Chitown Tamale,12:17 PM,01:30 PM,2012-06-28
28294,Randolph and Columbus,Duck n Roll,12:00 PM,01:30 PM,2012-06-28
28295,Randolph and Columbus,Bombay Wraps,11:00 AM,02:00 PM,2012-06-28
28296,Randolph and Columbus,Cupcakes for Courage,04:26 PM,06:00 PM,2012-06-25
28297,Randolph and Columbus,Curried,11:00 AM,11:21 AM,2012-06-26
28298,Randolph and Columbus,Flirty Cupcakes,04:30 PM,05:30 PM,2012-06-26
28299,Randolph and Columbus,Chitown Tamale,01:50 PM,02:46 PM,2012-06-28
28300,Randolph and Columbus,Sweet Ride,01:56 PM,02:05 PM,2012-06-29
28301,Clinton and Lake,Wow Bao,11:31 AM,12:30 PM,2012-06-25
28302,Hubbard and Wells,Haute Sausage,11:30 AM,12:25 AM,2012-06-28
28303,UIC,Flirty Cupcakes,10:41 AM,11:57 AM,2012-06-30
28304,600 West Chicago Avenue,Getta Polpetta,11:30 AM,01:30 PM,2012-06-25
28305,600 West Chicago Avenue,The Southern Mac,12:50 PM,01:20 PM,2012-06-25
28306,600 West Chicago Avenue,Caponies Express,11:30 AM,01:30 PM,2012-06-25
28307,600 West Chicago Avenue,Schnitzel King,11:24 AM,12:15 PM,2012-06-25
28308,600 West Chicago Avenue,Tamale Foodie,11:02 AM,01:30 PM,2012-06-25
28309,600 West Chicago Avenue,Two Italians,12:58 PM,01:29 PM,2012-06-25
28310,600 West Chicago Avenue,Kefir Truck,12:59 PM,01:56 PM,2012-06-25
28311,600 West Chicago Avenue,Two Italians,10:42 AM,12:42 PM,2012-06-25
28312,600 West Chicago Avenue,Curried,11:22 AM,01:30 PM,2012-06-25
28313,600 West Chicago Avenue,Sweet Ride,11:58 AM,01:58 PM,2012-06-26
28314,600 West Chicago Avenue,Eleaven Food Co.,11:00 AM,12:13 AM,2012-06-26
28315,600 West Chicago Avenue,Taquero Fusion,11:22 AM,11:43 AM,2012-06-26
28316,600 West Chicago Avenue,Kefir Truck,02:09 PM,03:50 PM,2012-06-26
28317,600 West Chicago Avenue,Kefir Truck,01:15 PM,03:15 PM,2012-06-28
28318,600 West Chicago Avenue,Wow Bao,11:58 AM,12:54 PM,2012-06-28
28319,600 West Chicago Avenue,Haute Sausage,12:30 PM,01:30 PM,2012-06-29
28320,600 West Chicago Avenue,Caponies Express,10:43 AM,12:43 PM,2012-06-29
28321,600 West Chicago Avenue,Chitown Tamale,01:08 PM,03:08 PM,2012-06-29
28322,600 West Chicago Avenue,Taquero Fusion,11:43 AM,01:29 PM,2012-06-26
28323,Rush Hospital,Cupcakes for Courage,06:30 PM,08:00 PM,2012-06-25
28324,Rush Hospital,Sweet Ride,12:08 PM,12:43 PM,2012-06-29
28325,Rush Hospital,Sweet Ride,01:30 PM,01:35 PM,2012-06-29
28326,Rush Hospital,Sweet Ride,12:00 PM,12:08 PM,2012-06-29
28327,Southport and Addison,Kefir Truck,05:24 PM,06:40 PM,2012-06-25
28328,Southport and Addison,Kefir Truck,12:43 PM,01:52 PM,2012-06-30
28329,Southport and Addison,Tamale Foodie,11:30 AM,01:30 PM,2012-06-30
28330,University of Chicago,Cupcakes for Courage,11:47 AM,01:00 PM,2012-06-25
28331,University of Chicago,Brown Bag Truck,11:50 AM,01:36 PM,2012-06-25
28332,University of Chicago,Brown Bag Truck,11:10 AM,11:36 AM,2012-06-25
28333,University of Chicago,Beaver's Donuts,08:00 AM,01:30 PM,2012-06-25
28334,University of Chicago,La Adelita,11:30 AM,12:46 PM,2012-06-25
28335,University of Chicago,Eleaven Food Co.,10:40 AM,01:26 PM,2012-06-25
28336,University of Chicago,Bombay Wraps,11:30 AM,02:30 PM,2012-06-26
28337,University of Chicago,The Roost Truck,11:00 AM,01:00 PM,2012-06-26
28338,University of Chicago,Tamale Foodie,11:50 AM,01:50 PM,2012-06-26
28339,University of Chicago,Tamale Space Shuttle,11:30 AM,01:30 PM,2012-06-26
28340,University of Chicago,Wow Bao,12:00 PM,01:30 PM,2012-06-26
28341,University of Chicago,The Slide Ride,11:30 AM,11:33 AM,2012-06-26
28342,University of Chicago,Beaver's Donuts,03:06 PM,05:06 PM,2012-06-26
28343,University of Chicago,Tamale Foodie,10:43 AM,11:30 AM,2012-06-26
28344,University of Chicago,La Adelita,11:45 AM,02:30 PM,2012-06-26
28345,University of Chicago,The Slide Ride,11:33 AM,01:33 PM,2012-06-26
28346,University of Chicago,Eleaven Food Co.,12:13 PM,01:30 PM,2012-06-26
28347,University of Chicago,Wow Bao,11:16 AM,11:30 AM,2012-06-26
28348,University of Chicago,Tamale Foodie,11:30 AM,11:50 AM,2012-06-26
28349,University of Chicago,Two Italians,10:50 AM,12:50 PM,2012-06-26
28350,University of Chicago,Beaver's Donuts,08:51 AM,01:30 PM,2012-06-26
28351,University of Chicago,JB Alberto's Pizza,11:30 AM,01:30 PM,2012-06-28
28352,University of Chicago,Bergstein's NY Deli,11:17 AM,01:17 PM,2012-06-28
28353,University of Chicago,Bergstein's NY Deli,11:05 AM,11:17 AM,2012-06-28
28354,University of Chicago,Haute Sausage,11:30 AM,01:30 PM,2012-06-28
28355,University of Chicago,Tamale Foodie,10:38 AM,01:04 PM,2012-06-28
28356,University of Chicago,Eleaven Food Co.,11:30 AM,01:30 PM,2012-06-28
28357,University of Chicago,Eleaven Food Co.,11:30 AM,01:30 PM,2012-06-29
28358,University of Chicago,The Southern Mac,11:30 AM,01:30 PM,2012-06-29
28359,University of Chicago,Two Italians,10:54 AM,11:30 AM,2012-06-29
28360,University of Chicago,Bombay Wraps,11:30 AM,01:30 PM,2012-06-29
28361,University of Chicago,Taquero Fusion,11:59 AM,01:30 PM,2012-06-29
28362,University of Chicago,Beaver's Donuts,08:21 AM,10:00 AM,2012-06-29
28363,University of Chicago,Curried,11:30 AM,01:30 PM,2012-06-29
28364,University of Chicago,Tamale Foodie,10:56 AM,01:30 PM,2012-06-29
28365,University of Chicago,Two Italians,11:30 AM,01:30 PM,2012-06-29
28366,University of Chicago,Mojo Express,12:50 PM,02:30 PM,2012-06-29
28367,University of Chicago,Don Rafa,11:00 AM,01:00 PM,2012-06-29
28368,University of Chicago,La Adelita,11:00 AM,01:00 PM,2012-06-29
28369,University of Chicago,Don Rafa,10:39 AM,11:00 AM,2012-06-29
28370,University of Chicago,Tamale Space Shuttle,11:30 AM,01:30 PM,2012-06-29
28371,University of Chicago,Duck n Roll,12:00 PM,01:30 PM,2012-06-29
28372,Schaumburg Area,Sweet Gingers,06:00 PM,09:00 PM,2012-06-24
28373,Schaumburg Area,Gia Via Sweets,11:00 AM,01:00 PM,2012-06-24
28374,Schaumburg Area,FYI Truck,06:00 PM,11:00 PM,2012-06-26
28375,Schaumburg Area,FYI Truck,01:00 PM,11:00 PM,2012-06-27
28376,Schaumburg Area,FYI Truck,06:00 PM,11:00 PM,2012-06-28
28377,Schaumburg Area,FYI Truck,06:00 PM,11:00 PM,2012-06-29
28378,Schaumburg Area,Gia Via Sweets,02:30 PM,03:30 PM,2012-06-30
28379,Schaumburg Area,FYI Truck,01:00 PM,11:00 PM,2012-06-30
28380,Schaumburg Area,Gia Via Sweets,10:30 AM,01:00 PM,2012-06-30
28381,Clark and Monroe,Vegan Food Truck,12:18 PM,12:51 PM,2012-06-20
28382,Clark and Monroe,Sweet Ride,01:30 PM,01:36 PM,2012-06-20
28383,Clark and Monroe,The More Mobile,08:17 AM,01:00 PM,2012-06-20
28384,Clark and Monroe,Chicago Cupcake,01:35 PM,03:35 PM,2012-06-22
28385,Clark and Monroe,Cupcakes for Courage,03:00 PM,04:30 PM,2012-06-19
28386,Clark and Monroe,The More Mobile,04:02 PM,06:02 PM,2012-06-19
28387,Clark and Monroe,Chicago Cupcake,02:36 PM,04:36 PM,2012-06-21
28388,Dearborn and Monroe,Cupcakes for Courage,01:30 PM,02:06 PM,2012-06-19
28389,Dearborn and Monroe,Schnitzel King,10:45 AM,01:21 PM,2012-06-19
28390,Dearborn and Monroe,5411 Empanadas,11:30 AM,01:30 PM,2012-06-20
28391,Dearborn and Monroe,Haute Sausage,11:30 AM,01:30 PM,2012-06-20
28392,Dearborn and Monroe,Sweet Ride,01:56 PM,02:30 PM,2012-06-20
28393,Dearborn and Monroe,Taquero Fusion,11:30 AM,01:18 PM,2012-06-21
28394,Dearborn and Monroe,Schnitzel King,11:55 AM,12:41 PM,2012-06-21
28395,Dearborn and Monroe,Flirty Cupcakes,12:31 PM,01:21 PM,2012-06-22
28396,Dearborn and Monroe,Tamale Spaceship,11:00 AM,01:30 PM,2012-06-22
28397,Clark and Washington,Haute Sausage,11:30 AM,01:30 PM,2012-06-22
28398,Willis Tower,Cupcakes for Courage,04:30 PM,05:30 PM,2012-06-19
28399,Willis Tower,Flirty Cupcakes,01:30 PM,01:58 PM,2012-06-19
28400,Willis Tower,Flirty Cupcakes,11:14 AM,11:30 AM,2012-06-19
28401,Willis Tower,Flirty Cupcakes,11:30 AM,12:53 PM,2012-06-19
28402,Willis Tower,Taquero Fusion,11:17 AM,12:57 PM,2012-06-20
28403,Willis Tower,Meatloaf-a-go-go,12:30 PM,02:00 PM,2012-06-20
28404,Willis Tower,Meatloaf-a-go-go,11:30 AM,12:30 PM,2012-06-20
28405,Willis Tower,Flirty Cupcakes,04:14 PM,04:47 PM,2012-06-20
28406,Willis Tower,Vegan Food Truck,12:02 PM,12:09 PM,2012-06-20
28407,Willis Tower,The Slide Ride,11:51 AM,01:14 PM,2012-06-20
28408,Willis Tower,Cupcakes for Courage,02:13 PM,03:00 PM,2012-06-21
28409,Willis Tower,Meatloaf-a-go-go,01:19 PM,03:19 PM,2012-06-21
28410,Willis Tower,Taquero Fusion,11:13 AM,11:30 AM,2012-06-21
28411,Willis Tower,Meatloaf-a-go-go,01:08 PM,03:08 PM,2012-06-22
28412,Willis Tower,5411 Empanadas,11:30 AM,01:30 PM,2012-06-22
28413,Willis Tower,Fido to Go,11:30 AM,01:30 PM,2012-06-22
28414,Madison and Wacker,Tamale Spaceship,11:30 AM,01:30 PM,2012-06-19
28415,Madison and Wacker,5411 Empanadas,11:30 AM,12:31 PM,2012-06-21
28416,Wabash and Van Buren,Flirty Cupcakes,03:30 PM,03:33 PM,2012-06-19
28417,Wabash and Van Buren,Forever Yogurt,07:01 PM,09:01 PM,2012-06-19
28418,Wabash and Van Buren,Beaver's Donuts,07:20 AM,10:00 AM,2012-06-20
28419,Wabash and Van Buren,Sweet Ride,11:43 AM,01:30 PM,2012-06-20
28420,Wabash and Van Buren,Flirty Cupcakes,11:30 AM,12:46 PM,2012-06-20
28421,Wabash and Van Buren,The Roost Truck,11:00 AM,01:00 PM,2012-06-20
28422,Wabash and Van Buren,Bridgeport Pasty,11:03 AM,12:41 PM,2012-06-20
28423,Wabash and Van Buren,Curried,11:30 AM,01:30 PM,2012-06-21
28424,Wabash and Van Buren,Cupcakes for Courage,11:00 AM,12:45 PM,2012-06-22
28425,Madison and Wacker,Eleaven Food Co.,10:41 AM,10:49 AM,2012-06-18
28426,Madison and Wacker,Eleaven Food Co.,11:22 AM,01:07 PM,2012-06-18
28427,30 E. Lake,Flirty Cupcakes,01:21 PM,02:23 PM,2012-06-22
28428,30 E. Lake,Flirty Cupcakes,03:30 PM,04:31 PM,2012-06-22
28429,Adams and Clinton,Sugar Pie Cafe,02:03 PM,02:51 PM,2012-06-19
28430,Adams and Clinton,Cupcakes for Courage,04:30 PM,04:55 PM,2012-06-20
28431,Adams and Clinton,Flirty Cupcakes,02:53 PM,03:47 PM,2012-06-20
28432,Adams and Clinton,Flirty Cupcakes,12:07 PM,12:31 PM,2012-06-22
28433,Clinton and Madison,Cupcakes for Courage,04:00 PM,05:00 PM,2012-06-22
28434,Randolph and Columbus,Curried,11:26 AM,01:26 PM,2012-06-19
28435,Randolph and Columbus,Tamale Space Shuttle,11:30 AM,01:30 PM,2012-06-20
28436,Randolph and Columbus,Tamale Spaceship,11:48 AM,01:31 PM,2012-06-20
28437,Randolph and Columbus,Haute Sausage,11:30 AM,01:30 PM,2012-06-20
28438,Randolph and Columbus,Tamale Spaceship,11:23 AM,11:30 AM,2012-06-20
28439,Randolph and Columbus,Brown Bag Truck,12:47 PM,01:02 PM,2012-06-21
28440,Randolph and Columbus,Sweet Ride,12:03 PM,01:07 PM,2012-06-21
28441,Randolph and Columbus,Chitown Tamale,01:00 PM,01:01 PM,2012-06-21
28442,Randolph and Columbus,Beyond Borders,10:56 AM,12:44 PM,2012-06-21
28443,Randolph and Columbus,Duck n Roll,11:30 AM,01:30 PM,2012-06-21
28444,Randolph and Columbus,Meatloaf-a-go-go,11:24 AM,01:08 PM,2012-06-22
28445,Randolph and Columbus,Chitown Tamale,12:33 PM,01:00 PM,2012-06-22
28446,Randolph and Columbus,Cupcakes for Courage,03:15 PM,04:00 PM,2012-06-22
28447,Randolph and Columbus,The Slide Ride,11:41 AM,11:57 AM,2012-06-22
28448,Randolph and Columbus,Curried,11:00 AM,11:26 AM,2012-06-19
28449,Randolph and Columbus,Cupcakes for Courage,05:28 PM,06:00 PM,2012-06-21
28450,Randolph and Columbus,Cupcakes for Courage,04:00 PM,05:00 PM,2012-06-21
28451,Randolph and Columbus,Chitown Tamale,01:00 PM,01:07 PM,2012-06-22
28452,Randolph and Columbus,Chitown Tamale,01:07 PM,03:07 PM,2012-06-22
28453,Randolph and Columbus,Sweet Ride,01:49 PM,02:30 PM,2012-06-22
28454,Clinton and Lake,5411 Empanadas,12:30 PM,01:30 PM,2012-06-18
28455,Clinton and Lake,Beyond Borders,11:00 AM,12:43 PM,2012-06-19
28456,Clinton and Lake,Tamale Spaceship,11:00 AM,01:30 PM,2012-06-21
28457,Hubbard and Wells,5411 Empanadas,12:30 PM,01:02 PM,2012-06-19
28458,Hubbard and Wells,The Southern Mac,01:23 PM,03:23 PM,2012-06-20
28459,Hubbard and Wells,The Southern Mac,12:45 PM,01:23 PM,2012-06-20
28460,Sangamon and Monroe,5411 Empanadas,11:30 AM,12:30 PM,2012-06-18
28461,Sangamon and Monroe,The Southern Mac,11:30 AM,12:10 PM,2012-06-20
28462,Sangamon and Monroe,Vegan Food Truck,11:14 AM,12:02 PM,2012-06-20
28463,Sangamon and Monroe,Sweet Ride,01:21 PM,03:21 PM,2012-06-21
28464,UIC,Flirty Cupcakes,05:55 PM,06:15 PM,2012-06-20
28465,UIC,Gigis Bake Shop,01:00 PM,01:57 PM,2012-06-22
28466,600 West Chicago Avenue,Chitown Tamale,10:49 AM,01:18 PM,2012-06-18
28467,600 West Chicago Avenue,Two Italians,11:30 AM,01:46 PM,2012-06-18
28468,600 West Chicago Avenue,Schnitzel King,11:06 AM,11:41 AM,2012-06-18
28469,600 West Chicago Avenue,Kefir Truck,12:54 PM,05:06 PM,2012-06-18
28470,600 West Chicago Avenue,Tamale Foodie,11:30 AM,01:30 PM,2012-06-18
28471,600 West Chicago Avenue,5411 Empanadas,11:30 AM,12:30 PM,2012-06-19
28472,600 West Chicago Avenue,Taquero Fusion,10:32 AM,01:19 PM,2012-06-19
28473,600 West Chicago Avenue,Kefir Truck,12:52 PM,04:17 PM,2012-06-19
28474,600 West Chicago Avenue,Soups in the Loop,01:41 PM,02:00 PM,2012-06-19
28475,600 West Chicago Avenue,Soups in the Loop,10:30 AM,01:31 PM,2012-06-19
28476,600 West Chicago Avenue,JB Alberto's Pizza,11:03 AM,01:04 PM,2012-06-19
28477,600 West Chicago Avenue,Meatloaf-a-go-go,11:16 AM,01:30 PM,2012-06-19
28478,600 West Chicago Avenue,The Southern Mac,11:23 AM,01:20 PM,2012-06-19
28479,600 West Chicago Avenue,Eleaven Food Co.,11:00 AM,01:18 PM,2012-06-19
28480,600 West Chicago Avenue,Kefir Truck,01:10 PM,03:10 PM,2012-06-20
28481,600 West Chicago Avenue,Bergstein's NY Deli,11:30 AM,01:30 PM,2012-06-20
28482,600 West Chicago Avenue,Caponies Express,11:34 AM,12:16 PM,2012-06-20
28483,600 West Chicago Avenue,Curried,11:14 AM,12:41 PM,2012-06-20
28484,600 West Chicago Avenue,Brown Bag Truck,11:19 AM,12:53 PM,2012-06-20
28485,600 West Chicago Avenue,Tamale Foodie,11:16 AM,12:50 PM,2012-06-20
28486,600 West Chicago Avenue,Kefir Truck,01:22 PM,01:55 PM,2012-06-21
28487,600 West Chicago Avenue,The Slide Ride,11:19 AM,01:17 PM,2012-06-21
28488,600 West Chicago Avenue,Two Italians,10:40 AM,12:40 PM,2012-06-21
28489,600 West Chicago Avenue,Cupcakes for Courage,11:00 AM,12:00 PM,2012-06-21
28490,600 West Chicago Avenue,Two Italians,01:07 PM,01:22 PM,2012-06-21
28491,600 West Chicago Avenue,Wow Bao,12:01 PM,01:10 PM,2012-06-21
28492,600 West Chicago Avenue,La Adelita,10:53 AM,01:00 PM,2012-06-21
28493,600 West Chicago Avenue,Haute Sausage,11:30 AM,01:30 PM,2012-06-22
28494,600 West Chicago Avenue,Beyond Borders,11:30 AM,01:30 PM,2012-06-22
28495,600 West Chicago Avenue,Duck n Roll,11:30 AM,01:04 PM,2012-06-22
28496,600 West Chicago Avenue,JB Alberto's Pizza,11:01 AM,01:30 PM,2012-06-22
28497,600 West Chicago Avenue,Tamale Foodie,11:50 AM,01:30 PM,2012-06-22
28498,600 West Chicago Avenue,Caponies Express,11:20 AM,01:30 PM,2012-06-22
28499,600 West Chicago Avenue,The Southern Mac,12:54 PM,01:08 PM,2012-06-22
28500,600 West Chicago Avenue,The Roost Truck,11:00 AM,01:00 PM,2012-06-22
28501,600 West Chicago Avenue,Sweet Ride,12:34 PM,01:31 PM,2012-06-19
28502,600 West Chicago Avenue,Schnitzel King,01:21 PM,03:06 PM,2012-06-19
28503,Rush Hospital,Don Rafa,11:30 AM,01:30 PM,2012-06-20
28504,Rush Hospital,Mojo Express,02:10 PM,04:10 PM,2012-06-20
28505,Rush Hospital,Cupcakes for Courage,11:45 AM,01:30 PM,2012-06-20
28506,Southport and Addison,Kefir Truck,06:14 PM,07:01 PM,2012-06-18
28507,Southport and Addison,Kefir Truck,05:12 PM,06:35 PM,2012-06-20
28508,Southport and Addison,Sweet Ride,04:22 PM,06:22 PM,2012-06-23
28509,University of Chicago,Soups in the Loop,11:26 AM,01:01 PM,2012-06-18
28510,University of Chicago,Beaver's Donuts,07:30 AM,01:09 PM,2012-06-18
28511,University of Chicago,Don Rafa,11:30 AM,01:30 PM,2012-06-18
28512,University of Chicago,Don Rafa,10:57 AM,11:30 AM,2012-06-18
28513,University of Chicago,Soups in the Loop,10:51 AM,11:26 AM,2012-06-18
28514,University of Chicago,Brown Bag Truck,11:52 AM,01:52 PM,2012-06-19
28515,University of Chicago,Two Italians,10:42 AM,01:30 PM,2012-06-19
28516,University of Chicago,Cupcakes for Courage,10:44 AM,01:30 PM,2012-06-19
28517,University of Chicago,The Slide Ride,11:30 AM,01:30 PM,2012-06-19
28518,University of Chicago,Brown Bag Truck,11:19 AM,11:52 AM,2012-06-19
28519,University of Chicago,Wow Bao,11:22 AM,02:01 PM,2012-06-19
28520,University of Chicago,Tamale Space Shuttle,11:30 AM,01:30 PM,2012-06-19
28521,University of Chicago,The Roost Truck,11:00 AM,12:49 PM,2012-06-19
28522,University of Chicago,Haute Sausage,11:30 AM,01:30 PM,2012-06-19
28523,University of Chicago,Chitown Tamale,12:43 PM,02:43 PM,2012-06-20
28524,University of Chicago,Chitown Tamale,11:22 AM,12:43 PM,2012-06-20
28525,University of Chicago,Sweet Ride,11:30 AM,11:43 AM,2012-06-20
28526,University of Chicago,Eleaven Food Co.,11:32 AM,01:32 PM,2012-06-20
28527,University of Chicago,Soups in the Loop,11:30 AM,01:30 PM,2012-06-20
28528,University of Chicago,JB Alberto's Pizza,12:16 PM,02:16 PM,2012-06-20
28529,University of Chicago,JB Alberto's Pizza,11:30 AM,12:16 PM,2012-06-20
28530,University of Chicago,Schnitzel King,11:30 AM,01:30 PM,2012-06-20
28531,University of Chicago,Soups in the Loop,11:02 AM,11:30 AM,2012-06-20
28532,University of Chicago,La Adelita,11:00 AM,11:30 AM,2012-06-20
28533,University of Chicago,La Adelita,11:30 AM,01:30 PM,2012-06-20
28534,University of Chicago,Schnitzel King,10:55 AM,11:09 AM,2012-06-20
28535,University of Chicago,JB Alberto's Pizza,11:21 AM,01:21 PM,2012-06-21
28536,University of Chicago,Caponies Express,10:47 AM,12:47 PM,2012-06-21
28537,University of Chicago,Bergstein's NY Deli,11:30 AM,12:49 PM,2012-06-21
28538,University of Chicago,Haute Sausage,11:30 AM,01:30 PM,2012-06-21
28539,University of Chicago,The Southern Mac,11:30 AM,12:30 PM,2012-06-21
28540,University of Chicago,Tamale Foodie,11:20 AM,01:20 PM,2012-06-21
28541,University of Chicago,Tamale Space Shuttle,11:30 AM,01:30 PM,2012-06-22
28542,University of Chicago,Two Italians,10:55 AM,11:50 AM,2012-06-22
28543,University of Chicago,La Adelita,02:53 PM,04:53 PM,2012-06-22
28544,University of Chicago,Sweet Ride,11:23 AM,01:09 PM,2012-06-22
28545,University of Chicago,Eleaven Food Co.,11:00 AM,01:00 PM,2012-06-22
28546,University of Chicago,Taquero Fusion,11:51 AM,01:30 PM,2012-06-22
28547,University of Chicago,Bergstein's NY Deli,10:40 AM,01:30 PM,2012-06-22
28548,University of Chicago,Curried,11:30 AM,01:30 PM,2012-06-22
28549,University of Chicago,Bombay Wraps,11:00 AM,01:30 PM,2012-06-22
28550,University of Chicago,Two Italians,11:50 AM,01:50 PM,2012-06-22
28551,University of Chicago,Bridgeport Pasty,11:06 AM,01:30 PM,2012-06-22
28552,University of Chicago,La Adelita,11:00 AM,01:00 PM,2012-06-22
28553,Schaumburg Area,Sweet Gingers,06:00 PM,09:00 PM,2012-06-17
28554,Schaumburg Area,Gia Via Sweets,02:30 PM,03:30 PM,2012-06-23
28555,Schaumburg Area,Gia Via Sweets,10:30 AM,01:30 PM,2012-06-23
28556,Clark and Monroe,Vegan Food Truck,12:31 PM,01:12 PM,2012-06-13
28557,Clark and Monroe,The More Mobile,09:08 AM,11:08 AM,2012-06-15
28558,Clark and Monroe,The More Mobile,03:07 PM,05:03 PM,2012-06-13
28559,Dearborn and Monroe,Cupcakes for Courage,01:30 PM,02:20 PM,2012-06-11
28560,Dearborn and Monroe,Cupcakes for Courage,01:30 PM,02:45 PM,2012-06-12
28561,Dearborn and Monroe,Schnitzel King,01:27 PM,02:10 PM,2012-06-12
28562,Dearborn and Monroe,La Adelita,11:30 AM,02:12 PM,2012-06-12
28563,Dearborn and Monroe,Schnitzel King,10:54 AM,01:23 PM,2012-06-12
28564,Dearborn and Monroe,5411 Empanadas,11:30 AM,01:30 PM,2012-06-13
28565,Dearborn and Monroe,Sweet Ride,01:30 PM,02:06 PM,2012-06-13
28566,Dearborn and Monroe,Taquero Fusion,10:52 AM,01:44 PM,2012-06-14
28567,Dearborn and Monroe,Soups in the Loop,10:34 AM,12:15 PM,2012-06-14
28568,Dearborn and Monroe,Schnitzel King,11:30 AM,02:45 PM,2012-06-14
28569,Dearborn and Monroe,Tamale Spaceship,11:00 AM,01:30 PM,2012-06-15
28570,Dearborn and Monroe,Curried,11:30 AM,01:30 PM,2012-06-16
28571,Clark and Washington,The More Mobile,08:21 AM,01:00 PM,2012-06-11
28572,Willis Tower,The More Mobile,01:36 PM,03:36 PM,2012-06-11
28573,Willis Tower,Cupcakes for Courage,04:30 PM,05:30 PM,2012-06-12
28574,Willis Tower,Haute Sausage,12:40 PM,01:40 PM,2012-06-12
28575,Willis Tower,Flirty Cupcakes,11:30 AM,12:34 PM,2012-06-12
28576,Willis Tower,Meatloaf-a-go-go,11:30 AM,01:30 PM,2012-06-12
28577,Willis Tower,Flirty Cupcakes,02:00 PM,04:00 PM,2012-06-12
28578,Willis Tower,Meatloaf-a-go-go,11:31 AM,01:59 PM,2012-06-13
28579,Willis Tower,Taquero Fusion,11:09 AM,12:40 PM,2012-06-13
28580,Willis Tower,Meatloaf-a-go-go,11:02 AM,11:12 AM,2012-06-13
28581,Willis Tower,Meatloaf-a-go-go,11:22 AM,11:31 AM,2012-06-13
28582,Willis Tower,Flirty Cupcakes,04:30 PM,05:32 PM,2012-06-13
28583,Willis Tower,Meatloaf-a-go-go,11:18 AM,11:22 AM,2012-06-13
28584,Willis Tower,The Slide Ride,10:53 AM,01:30 PM,2012-06-14
28585,Willis Tower,Meatloaf-a-go-go,12:39 PM,02:39 PM,2012-06-14
28586,Willis Tower,Beyond Borders,10:38 AM,12:38 PM,2012-06-14
28587,Willis Tower,Cupcakes for Courage,02:00 PM,03:00 PM,2012-06-14
28588,Willis Tower,5411 Empanadas,11:30 AM,01:30 PM,2012-06-15
28589,Willis Tower,Fido to Go,12:23 PM,02:23 PM,2012-06-15
28590,Willis Tower,Fido to Go,11:16 AM,12:23 PM,2012-06-15
28591,Madison and Wacker,5411 Empanadas,11:30 AM,01:26 PM,2012-06-14
28592,Wabash and Van Buren,Bridgeport Pasty,11:00 AM,01:30 PM,2012-06-12
28593,Wabash and Van Buren,Cupcakes for Courage,03:00 PM,04:30 PM,2012-06-12
28594,Wabash and Van Buren,Beaver's Donuts,07:00 AM,10:00 AM,2012-06-13
28595,Wabash and Van Buren,Tamale Spaceship,11:00 AM,01:30 PM,2012-06-13
28596,Wabash and Van Buren,Sweet Ride,12:00 PM,01:25 PM,2012-06-13
28597,Wabash and Van Buren,The Roost Truck,11:30 AM,01:30 PM,2012-06-13
28598,Wabash and Van Buren,Flirty Cupcakes,02:30 PM,03:30 PM,2012-06-14
28599,Wabash and Van Buren,Bridgeport Pasty,11:00 AM,02:15 PM,2012-06-14
28600,Wabash and Van Buren,Cupcakes for Courage,11:00 AM,12:45 PM,2012-06-15
28601,Madison and Wacker,Tamale Spaceship,11:00 AM,01:30 PM,2012-06-12
28602,Madison and Wacker,Eleaven Food Co.,10:30 AM,12:30 PM,2012-06-13
28603,Michigan and Monroe,Flirty Cupcakes,04:30 PM,05:02 PM,2012-06-16
28604,Franklin and Randolph,Caponies Express,11:00 AM,01:00 PM,2012-06-12
